relative_humidity_2m,wind_speed_10m,temperature_2m,Cluster,PCA1,PCA2
84.0,13.5,21.7,0,1.2584961830743122,0.7546567868944238
94.0,6.0,19.1,1,0.04320217513156561,-0.5755743313059449
97.0,3.6,18.5,1,-0.31640175857816205,-1.014691162597902
98.0,4.2,17.9,1,-0.37759905277986944,-0.8646462456810521
99.0,3.9,17.9,1,-0.4483371816869107,-0.9258765160991326
98.0,3.2,18.7,1,-0.37724263391248664,-1.1074547281799056
97.0,3.3,18.9,1,-0.3031460173366426,-1.097203636566275
98.0,3.1,19.0,1,-0.35912737060145455,-1.1450317291055268
98.0,2.9,18.7,1,-0.3968589316242288,-1.1657923791014864
98.0,2.6,18.7,1,-0.416475229335971,-1.224130030023067
95.0,2.6,19.2,1,-0.2220196870584963,-1.245670700342058
94.0,1.3,19.4,1,-0.23946579313744895,-1.5076619796958044
87.0,8.9,20.1,2,0.6728593020953215,-0.05183242687214611
85.0,9.2,20.7,2,0.8440273206275544,-0.023971771527754118
79.0,6.1,21.9,2,1.046672681637799,-0.6819629165454667
72.0,4.0,23.4,2,1.3904815620974293,-1.1607337229465042
69.0,2.5,24.7,2,1.5525996937227167,-1.5223122939669835
65.0,2.6,25.3,2,1.8129338428377209,-1.5275581669106457
67.0,1.0,26.1,2,1.6718140038910203,-1.8928271902456606
65.0,0.5,26.5,2,1.7742358757153103,-2.008446192502088
63.0,1.4,26.6,2,1.9435464409794503,-1.8336917065060436
67.0,4.4,25.5,2,1.844823986194205,-1.1954049118975567
72.0,4.7,24.8,2,1.5513050597612437,-1.109224418126588
79.0,6.4,23.7,2,1.2142131546392188,-0.7324119693344501
88.0,3.4,22.1,2,0.4264655409510578,-1.2451227618315877
92.0,4.5,20.4,1,0.1541984755615533,-0.9400455218229233
97.0,5.8,19.5,1,-0.09036881130889864,-0.6473187801232899
98.0,4.9,19.2,1,-0.2249935648543706,-0.8070932350994378
100.0,4.6,19.5,1,-0.3221994957417649,-0.8893472422991121
100.0,1.8,20.2,1,-0.4477588728831504,-1.4761379245657524
99.0,3.8,19.6,1,-0.31516978203946266,-1.0480653976885261
98.0,4.8,19.5,1,-0.20687830154333836,-0.8446702360250586
98.0,3.8,19.7,1,-0.2558299411058483,-1.0512164839537244
98.0,3.7,19.6,1,-0.27058671674807766,-1.064618661832553
97.0,3.0,20.3,1,-0.20771017871196878,-1.240153168151628
95.0,3.4,21.0,1,-0.02178538453750625,-1.1988903349284075
86.0,6.2,21.8,2,0.6871406194363034,-0.6767216636187398
79.0,3.4,23.2,2,0.9769601288302199,-1.2855699497417683
69.0,5.6,24.5,2,1.7388654172674214,-0.9074024895872527
64.0,11.2,24.7,2,2.3770814833397353,0.18394268024135768
69.0,9.4,23.8,2,1.9298124534479477,-0.12615297091534333
83.0,9.7,20.8,2,0.9871828222760387,0.07299917990618181
69.0,5.9,24.1,2,1.725609676025902,-0.8248900156188799
68.0,13.8,23.4,2,2.2357679454622037,0.7565333518111338
76.0,14.6,22.2,0,1.7804873062713376,0.9614839341037272
84.0,15.2,20.2,0,1.24638505736612,1.1758923952088514
90.0,6.7,19.3,1,0.3098968807167915,-0.4399700793596535
91.0,8.0,18.9,1,0.3109069673191131,-0.16589138848251106
91.0,8.4,18.1,1,0.27131795302824624,-0.03975820782681926
91.0,4.9,17.6,1,0.0013710976996772306,-0.6901456064367717
91.0,7.2,17.4,1,0.1353266940130695,-0.23080287118125623
93.0,7.9,16.6,1,0.013110315043346425,-0.052117278596983084
90.0,6.5,16.8,1,0.09136910545107794,-0.327769202598257
91.0,9.7,16.1,1,0.19196171501282056,0.33391239473399087
94.0,4.0,15.4,1,-0.391639503264386,-0.7408748909336568
97.0,4.3,14.8,1,-0.5746967575684341,-0.6549528639313872
97.0,4.7,14.0,1,-0.6142857718593011,-0.5288196832756953
93.0,4.7,14.9,1,-0.33583635943326556,-0.5716425571449786
90.0,8.9,15.3,1,0.125029341070284,0.2295875911998595
92.0,6.4,15.2,1,-0.14890147865648123,-0.256301033044615
92.0,5.7,15.1,1,-0.20289084972219504,-0.3863785127666056
90.0,6.1,15.4,1,-0.049838094500994176,-0.32094085649659265
85.0,6.5,16.0,1,0.28123418352105056,-0.2649564590221744
81.0,5.9,16.6,2,0.49579697130865574,-0.40632351744952516
74.0,4.0,17.9,2,0.8362473640994832,-0.8341151450461131
68.0,2.1,19.0,2,1.109139906218381,-1.2527119806158047
68.0,3.7,19.0,2,1.2137601606810056,-0.9415778423673741
63.0,3.9,19.6,2,1.5317549068952223,-0.9244852121740097
60.0,2.6,19.9,2,1.6247704729451837,-1.1867349582964544
58.0,2.0,19.9,2,1.6877815399122977,-1.2976250211466167
60.0,3.8,19.6,2,1.6785816345772058,-0.9352532373250373
66.0,5.6,18.8,2,1.4238043557693407,-0.554233402680967
77.0,4.6,17.3,2,0.6728064075071776,-0.6898554671222628
81.0,5.2,16.5,2,0.4418076002429418,-0.5364009971715157
80.0,1.8,17.4,2,0.3445734783500018,-1.2490617733082137
86.0,1.5,17.0,1,-0.014645845486797093,-1.3005803181620004
94.0,2.9,16.5,1,-0.3731678210859711,-1.0212603743581314
99.0,6.3,14.2,1,-0.5954731603106441,-0.2355581955436598
98.0,5.0,14.8,1,-0.5800472274363349,-0.5217242979441983
100.0,1.8,14.6,1,-0.907967418228814,-1.1376904019106635
100.0,5.6,12.4,1,-0.8402905281230189,-0.26578529681328383
100.0,4.8,12.3,1,-0.9008186650926467,-0.41530866017580126
100.0,2.6,14.0,1,-0.9049653494273938,-0.9458610982162597
91.0,0.0,15.9,1,-0.45873459714347353,-1.5402509068737247
76.0,1.5,17.8,2,0.5623165443727183,-1.3200037692905877
72.0,2.1,19.2,2,0.9210886009138148,-1.2763698701251995
67.0,1.1,20.6,2,1.2263622341875866,-1.540977489711742
60.0,1.6,21.9,2,1.7237430086723515,-1.502067909935684
55.0,1.1,23.0,2,2.0370564422507464,-1.6513149940344984
52.0,0.7,24.0,2,2.246446969604142,-1.7808577277240871
49.0,3.4,24.6,2,2.625667201025612,-1.2834032455105493
49.0,1.5,24.7,2,2.5096486585895605,-1.6589187404422587
51.0,2.9,24.3,2,2.4660756799004977,-1.3682867854210892
55.0,4.3,24.0,2,2.328477048559151,-1.089483775154617
60.0,4.3,23.5,2,2.0317778438910774,-1.0737283438286254
76.0,4.2,21.9,2,1.0758016230493292,-1.0427568472259792
81.0,5.5,20.7,2,0.8065803069639315,-0.7318989882412515
75.0,4.2,21.5,2,1.0940514152913674,-1.0156894046826876
76.0,1.8,21.6,2,0.8942172121404461,-1.4913269373135316
82.0,1.1,20.8,2,0.47597078573472934,-1.5964541936826342
93.0,4.9,17.7,1,-0.09265455495260588,-0.7019745511914689
95.0,5.8,16.5,1,-0.23466544106776274,-0.4602223682793501
96.0,3.7,16.9,1,-0.39022931729199545,-0.8956533672737073
94.0,3.3,17.7,1,-0.24839664061053,-1.0160013089363997
94.0,2.6,17.8,1,-0.2859499921996128,-1.1581662001817865
95.0,2.9,17.6,1,-0.3338915451598007,-1.0906337572333094
97.0,2.1,17.8,1,-0.47200931530508067,-1.2640734768739204
86.0,3.4,19.4,2,0.30682294040713975,-1.0761574672727412
78.0,1.8,21.1,2,0.7508835010582706,-1.4668936474980407
73.0,2.6,22.8,2,1.1985089498174413,-1.3996064788401932
67.0,3.3,24.5,2,1.6907174638679965,-1.3488725743263728
65.0,2.6,25.7,2,1.8458058817909815,-1.551732989957438
62.0,3.4,27.2,2,2.1747516486829235,-1.4781436487691935
58.0,3.6,28.2,2,2.474496602655102,-1.4881184611191207
54.0,4.7,28.2,2,2.750910352379354,-1.2626432630873259
53.0,7.6,28.5,2,3.0163104240031062,-0.7139511353006394
52.0,7.7,28.8,2,3.098625050317266,-0.7097437494487068
53.0,7.7,28.2,2,2.998195160692074,-0.6763741343750184
62.0,5.2,27.4,2,2.3088854544300066,-1.1402051547631047
70.0,4.2,26.0,2,1.719471009492057,-1.2731930664765998
80.0,17.3,22.7,0,1.793636709587397,1.4447337856034652
89.0,5.9,21.3,2,0.4730687794470866,-0.7135186442213296
92.0,5.9,20.9,1,0.28683124690792716,-0.6980216796640364
95.0,5.7,19.9,1,0.0382081241310473,-0.6851542478176094
94.0,4.5,20.0,1,0.019082774217693416,-0.9216559377691307
93.0,4.4,20.2,1,0.08010185898570929,-0.9502966134365537
97.0,3.3,19.3,1,-0.27027397838338074,-1.1213784596130671
91.0,7.2,19.6,1,0.31612290825600875,-0.36376439793861265
90.0,8.2,19.0,1,0.38332434006055593,-0.13015070746665564
93.0,5.4,18.4,1,-0.0024346572648277355,-0.6470510733207203
92.0,4.6,19.1,1,0.05390311486736722,-0.8420314632803226
86.0,4.6,20.1,2,0.44281419942231653,-0.8851128039183042
82.0,7.6,21.0,2,0.9174265889657737,-0.3445591685717799
76.0,11.8,21.7,2,1.5563118122701667,0.4472177209774635
76.0,13.0,21.9,0,1.6512130225937662,0.6684809131403906
75.0,12.9,22.3,0,1.7286681268384136,0.6277528259495713
77.0,12.0,21.3,2,1.4853954739294344,0.5073916918088096
72.0,10.0,22.8,2,1.7334994579023804,0.042281530055299166
75.0,11.9,22.1,2,1.646844448322642,0.445381401067698
70.0,13.0,22.7,2,2.023688087672085,0.6374869840258046
66.0,12.9,22.8,2,2.229854656287683,0.6235678726095785
65.0,12.2,22.4,2,2.202333087202322,0.5145141296691818
65.0,10.1,21.9,2,2.0239289545285493,0.13636910202660626
65.0,6.6,21.3,2,1.7457640894616657,-0.5079745908216482
67.0,4.9,20.3,2,1.450181309321374,-0.7839027940866249
71.0,4.4,19.4,2,1.1390380673757683,-0.8383093384199763
70.0,4.2,19.4,2,1.1770823667632395,-0.8743084862045305
79.0,4.3,18.8,2,0.6742165934795683,-0.844633943462313
79.0,2.6,18.7,2,0.5548395633747139,-1.1691702595895725
85.0,2.9,18.4,2,0.24307084469971443,-1.1100572083618963
81.0,3.7,18.6,2,0.5163043161888548,-0.9550070727750781
75.0,4.0,18.4,2,0.826215581595761,-0.8672262933511029
76.0,4.5,18.1,2,0.7831335507050861,-0.7547583773598739
80.0,3.9,17.7,2,0.5065415915471432,-0.8588293341422423
81.0,3.2,17.7,2,0.4096483990244456,-0.9978431391224305
79.0,2.8,18.0,2,0.510391027014334,-1.0879725519766328
78.0,0.4,18.3,2,0.42923650573064226,-1.5699122571378734
74.0,1.1,19.6,2,0.7863293184373378,-1.5007887685702608
68.0,3.9,21.0,2,1.3911978872551425,-1.0235601903202802
64.0,3.3,21.8,2,1.6221966945193782,-1.1770146602710272
62.0,3.0,22.4,2,1.7541321176281268,-1.2658293067697965
61.0,3.3,22.8,2,1.8577422854884302,-1.2287738593985083
55.0,4.7,24.2,2,2.3710681316514375,-1.0237876521159053
54.0,4.1,24.1,2,2.374739357684937,-1.1315266287008692
55.0,6.4,24.1,2,2.4740091422796615,-0.6871639244652492
55.0,7.1,23.9,2,2.5033444841304284,-0.5389553274581647
60.0,7.9,23.3,2,2.250737396955353,-0.3615891212462597
69.0,6.9,22.2,2,1.6348551500370496,-0.5156007697413482
78.0,5.4,20.0,2,0.8958809664777069,-0.7003610730603932
82.0,6.1,18.5,2,0.6138948569491771,-0.4851547791372335
85.0,5.9,17.8,2,0.3899257633872439,-0.49041846457590016
88.0,5.2,17.4,1,0.157916869520686,-0.6110426855022957
89.0,6.0,17.4,1,0.15910516555669926,-0.45836823587458003
91.0,6.0,17.1,1,0.03220747395115473,-0.44602235758248554
94.0,5.4,16.4,1,-0.2179166832264352,-0.5290695775832599
97.0,4.5,15.8,1,-0.47943912837745173,-0.6764981542673134
98.0,4.8,15.3,1,-0.5520347105525859,-0.5908345940337423
99.0,4.4,15.1,1,-0.6457476248401719,-0.6594233365689534
97.0,5.1,16.4,1,-0.39089847452407495,-0.5960850869943399
90.0,6.2,17.7,1,0.14571489538417443,-0.4405002053751198
84.0,5.4,19.2,2,0.5234059013993885,-0.6693671439458073
80.0,3.2,20.4,2,0.6826564931542607,-1.158130575191777
75.0,3.1,21.8,2,1.046779019563259,-1.2477252420135778
66.0,3.1,24.0,2,1.6876717145638909,-1.3546531933024366
58.0,1.3,26.0,2,2.14330877262214,-1.802412258093884
58.0,1.4,26.2,2,2.166283558002685,-1.795053785976753
57.0,4.6,27.1,2,2.500607985768072,-1.2242862418386742
56.0,4.6,27.4,2,2.5763838461783175,-1.2395247396272677
55.0,3.9,27.5,2,2.589952325784534,-1.378797011376155
54.0,4.2,27.5,2,2.660690454691575,-1.3175667409580742
58.0,5.6,26.8,2,2.490219784396967,-1.0145889076448105
71.0,6.4,25.0,2,1.7300219307997127,-0.7878391882645267
82.0,6.9,22.0,2,0.9538353250215296,-0.5411174116724485
80.0,6.3,21.5,2,0.9757563432970662,-0.6217889457141206
85.0,5.7,20.5,2,0.5987344945139319,-0.6924902874228005
87.0,4.3,20.3,2,0.38851208999190595,-0.958430485859781
93.0,4.7,18.8,1,-0.015333979638964261,-0.8073470818512011
97.0,5.2,17.9,1,-0.26108956254542975,-0.667294789779283
98.0,4.4,17.7,1,-0.38095754044867214,-0.8136670668766022
98.0,6.0,16.6,1,-0.3667353931075166,-0.4360521652494933
99.0,3.4,18.3,1,-0.44815897225321927,-1.0472807573485594
100.0,3.1,18.2,1,-0.5271151108985761,-1.1024673220049417
100.0,0.5,18.5,1,-0.6724689951853953,-1.626191413943736
95.0,0.5,20.1,1,-0.28537168339585245,-1.7084276086484058
86.0,0.8,21.9,2,0.34226527036325977,-1.732843085968892
80.0,1.5,23.5,2,0.8262557746755002,-1.676065475693374
74.0,2.6,24.9,2,1.3199653231267654,-1.5294169193323512
67.0,1.8,26.7,2,1.7734321895522251,-1.7735223556916326
60.0,2.5,27.5,2,2.2428004471532406,-1.6655024798260303
53.0,5.2,28.4,2,2.8511620325708535,-1.1746086369115873
47.0,4.2,29.0,2,3.141813419133401,-1.3879739909080466
43.0,5.7,29.4,2,3.477254271426569,-1.1088900813609357
42.0,5.4,29.2,2,3.492323785433496,-1.152247701262621
44.0,7.6,28.4,2,3.4681888950224833,-0.6818738540704438
65.0,3.3,26.7,2,1.973757340501534,-1.4760488620907295
76.0,3.6,25.5,2,1.3324173782052007,-1.3770055564902692
71.0,4.3,24.8,2,1.5762718273408869,-1.1841153331921965
78.0,3.8,23.3,2,1.062455033379491,-1.210937501444859
88.0,5.6,20.7,2,0.45526625450075103,-0.7327014410762226
90.0,6.1,20.3,1,0.35284438267646123,-0.6170824388197954
87.0,4.3,21.6,2,0.49534621659000644,-1.036998660761855
93.0,1.3,20.9,1,-0.06507381586741859,-1.5954249466247752
91.0,0.8,20.0,1,-0.069486070641229,-1.6324757739791278
99.0,2.3,19.5,1,-0.42146928033648884,-1.3337099465347317
100.0,7.4,17.3,1,-0.31991026467511047,-0.21190097360700177
97.0,6.3,18.4,1,-0.14807308891079818,-0.483608598541977
95.0,2.2,19.9,1,-0.1906486825059446,-1.3657601752360522
86.0,2.2,21.5,2,0.400935954064795,-1.436425891954723
78.0,1.1,23.0,2,0.8612543247588652,-1.7178452424539916
73.0,1.5,24.4,2,1.258070680687433,-1.7102104910731575
67.0,1.5,25.6,2,1.6634177847190135,-1.7653792432345357
63.0,1.1,26.6,2,1.9239301432677085,-1.8920293574276243
59.0,0.4,27.3,2,2.1401721748897145,-2.0588860052572
57.0,1.1,27.8,2,2.3292772472992884,-1.9471981095890027
48.0,1.8,28.9,2,2.9255431965058483,-1.8515241120154944
47.0,1.1,29.3,2,2.9637657053270123,-2.008927501049476
47.0,1.6,29.3,2,2.996459534846582,-1.911698082846841
48.0,3.3,29.1,2,3.0400607045411903,-1.5719232689309866
53.0,3.8,28.3,2,2.7514013001777413,-1.440807302117267
53.0,2.2,27.7,2,2.597472987285224,-1.7156792057955095
54.0,4.1,26.9,2,2.604843630357768,-1.3007503900284134
76.0,6.8,23.2,2,1.3526436631491954,-0.6157320474743533
76.0,5.8,23.9,2,1.3447820722782629,-0.8524968242115086
84.0,6.6,22.5,2,0.873065413610766,-0.6354588303955189
89.0,6.8,21.1,2,0.5154816531056823,-0.5264182799331912
88.0,6.3,21.9,2,0.5996537326879343,-0.6691047247329103
96.0,4.6,18.0,1,-0.24098231703529935,-0.7871211778876431
98.0,4.1,18.3,1,-0.3512657797305218,-0.9082669523683714
97.0,8.8,18.3,1,0.007178048948738076,0.00858219823289423
91.0,4.2,18.0,1,-0.011528224674459566,-0.850441614967252
83.0,8.0,19.5,2,0.7691896753113994,-0.17901266708070154
78.0,6.9,20.7,2,1.0514885232046256,-0.4509787587843753
72.0,4.7,22.0,2,1.3212007870884122,-0.9400006567990438
68.0,5.6,23.5,2,1.707807151079567,-0.8440728124737729
66.0,0.5,24.7,2,1.5751898692303334,-1.9025521082880226
65.0,4.9,25.3,2,1.963325458627743,-1.0803028431785264
62.0,5.4,26.1,2,2.2151288596397345,-1.0227452125799767
61.0,6.2,26.2,2,2.3267788278046617,-0.8703292297209597
57.0,5.4,26.4,2,2.495392044831177,-1.0264132323825723
55.0,6.3,27.0,2,2.705792658786894,-0.8818772751950186
53.0,10.1,26.7,2,3.03185539631128,-0.11901734057690193
66.0,12.4,23.9,2,2.2875589338895828,0.45985769102826596
78.0,7.0,22.2,2,1.181297435183271,-0.5221884615693186
87.0,9.9,21.0,2,0.8122090487793009,0.0882330576778412
91.0,7.8,20.1,1,0.3964455523710702,-0.2773076249039412
94.0,5.2,19.3,1,0.007328067376883859,-0.7432288119535563
95.0,3.6,18.5,1,-0.21415809618756357,-1.0089059236049027
99.0,4.8,17.6,1,-0.4141423177666303,-0.7327324460492964
98.0,5.6,17.5,1,-0.3189283690783343,-0.5682290516668833
92.0,5.8,17.8,1,0.02553417911623539,-0.5301126846919251
98.0,4.6,18.7,1,-0.28569991125768995,-0.8352123572125286
98.0,4.1,18.1,1,-0.3677017992071526,-0.896179540844975
98.0,4.5,18.5,1,-0.3086746966382347,-0.8425708293296594
98.0,3.8,17.6,1,-0.4284081456104719,-0.9242986629580661
94.0,3.3,18.5,1,-0.18265256270400665,-1.0643509550299841
91.0,4.7,19.1,1,0.11156371196658052,-0.8196929601432958
87.0,5.7,19.4,2,0.4060927250018639,-0.6317947630371217
87.0,7.7,19.6,2,0.5533040625567758,-0.2549645017499792
84.0,5.8,20.2,2,0.6317410623981988,-0.6520206670006798
82.0,6.2,21.1,2,0.8341018760492925,-0.6228452453008548
78.0,6.3,22.1,2,1.1273080641175572,-0.6522659412913094
74.0,8.4,22.8,2,1.5266355410491574,-0.2746378471861309
80.0,5.0,21.1,2,0.8578803475929221,-0.8504106099941785
69.0,6.0,22.6,2,1.608878295855085,-0.7147885455528828
64.0,7.0,23.3,2,1.9874011790389297,-0.5481725519970011
63.0,7.1,23.5,2,2.0614977956147738,-0.5379214603833705
65.0,6.6,23.2,2,1.9019062744896582,-0.6228050002939105
74.0,3.9,22.4,2,1.199519036419763,-1.1255277879630508
84.0,4.2,20.6,2,0.5599928468888358,-0.9873296282959027
84.0,4.7,20.0,2,0.5433786179785135,-0.85383797552308
87.0,5.1,19.1,2,0.3422061003634334,-0.7303389475951894
87.0,3.8,19.4,2,0.28185617282749675,-1.0012665522071333
85.0,2.9,19.6,2,0.34168696155949957,-1.1825816775022726
84.0,4.5,19.4,2,0.48099302774079267,-0.8564675082339457
78.0,4.3,18.7,2,0.7171204149365519,-0.8356976182041154
81.0,2.9,18.1,2,0.4229041402659653,-1.0803556130908034
84.0,2.2,17.9,2,0.20733126587603828,-1.213067245540595
85.0,3.6,17.8,2,0.23953414759722058,-0.9376737883080197
86.0,3.1,17.7,1,0.14750047714403558,-1.0317521202454556
86.0,2.6,17.9,1,0.13124266710109608,-1.1410689499714866
82.0,2.8,18.9,2,0.43098762107327526,-1.151043762321414
76.0,4.8,20.3,2,0.9835460626597673,-0.8293822531956494
70.0,6.6,21.7,2,1.523026972438431,-0.5466125113509388
67.0,6.9,22.4,2,1.753534831904279,-0.5219029422717447
63.0,7.9,23.4,2,2.1055899131077704,-0.3763106854974567
60.0,10.1,24.2,2,2.4685523344863,0.011826966990050425
53.0,11.2,25.6,2,3.013383714132866,0.1613681428475722
50.0,12.7,25.6,2,3.2648306962774734,0.4617342559449754
58.0,13.0,24.7,2,2.8015102567819836,0.5513243027498409
59.0,10.7,24.5,2,2.5835607903200306,0.11326377104461763
68.0,12.4,22.7,2,2.0866991546391995,0.5265969211756427
78.0,11.4,20.8,2,1.3539509986190734,0.4180422992776384
90.0,9.1,18.9,1,0.433955223457467,0.0509059510597848
95.0,9.5,18.0,1,0.13053904345178846,0.16861973999467617
94.0,10.2,17.7,1,0.20277820675953973,0.32576466225995826
94.0,7.2,17.8,1,0.014833239380433762,-0.2636555527175475
94.0,7.4,17.8,1,0.027910771188261844,-0.2247637854364936
94.0,7.1,17.9,1,0.016512483214834943,-0.28914514211977244
93.0,6.2,18.0,1,0.017003431013223054,-0.4673091811497131
95.0,4.1,17.6,1,-0.25542635431283206,-0.8572831535469861
96.0,3.7,17.2,1,-0.3655752880770492,-0.9137844845588011
93.0,3.0,17.1,1,-0.2661991655568653,-1.0351841057912925
93.0,2.5,17.3,1,-0.2824569755998048,-1.1445009355173232
89.0,6.1,17.5,1,0.17386194119892884,-0.44496605799575123
83.0,5.2,18.0,2,0.46283408392707465,-0.6328418225899852
78.0,1.8,19.2,2,0.5947413160302778,-1.3520632380257784
73.0,2.4,20.2,2,0.9717631648134121,-1.2813618963170987
68.0,4.0,21.0,2,1.3977366531590565,-1.0041143066797533
65.0,6.2,21.9,2,1.7689170842759019,-0.6220203599539438
63.0,7.9,22.4,2,2.0234098157246163,-0.31587362788047657
60.0,9.7,22.9,2,2.335563144272544,0.01261160733001689
59.0,9.4,22.9,2,2.3670686777561007,-0.042833424095063945
57.0,8.8,22.9,2,2.4300797447232148,-0.15372348694522606
56.0,8.7,22.7,2,2.458226790537969,-0.15818933956585757
59.0,6.4,22.2,2,2.113379632470472,-0.5839039929789857
71.0,2.8,21.2,2,1.182341988202821,-1.258230180378972
81.0,6.9,18.2,2,0.6926727861608427,-0.30856397323142404
83.0,7.3,17.1,2,0.526186080264431,-0.17008491428363784
82.0,5.8,17.3,2,0.4956624423776502,-0.470967960918438
86.0,5.1,16.5,1,0.1796596783625317,-0.5703099782945412
84.0,4.0,17.0,2,0.2510669645016526,-0.8086479881558281
85.0,4.7,16.8,1,0.229280475157121,-0.6633320106452432
92.0,4.6,15.4,1,-0.2501632454503033,-0.6184143500974959
92.0,4.7,15.8,1,-0.21075244059312756,-0.6231432895037611
93.0,5.4,15.5,1,-0.24075693967597467,-0.47178360623147814
92.0,4.8,15.2,1,-0.25352173311910603,-0.567435171293046
90.0,3.8,16.0,1,-0.15092165186112488,-0.8044584147988999
83.0,3.7,17.4,2,0.3154445369384712,-0.8882678426277011
78.0,6.5,18.7,2,0.860973264822661,-0.4078881781125228
73.0,6.4,20.2,2,1.2333138009699744,-0.5035265506960214
67.0,6.2,21.7,2,1.6502374024086726,-0.6157181874235472
61.0,6.2,22.9,2,2.0555845064402534,-0.6708869395849252
57.0,6.4,23.7,2,2.338893440935801,-0.6687743404114567
53.0,6.1,24.6,2,2.597726555650095,-0.7699348652023209
54.0,1.8,25.2,2,2.3147458490163833,-1.645262715811667
53.0,2.6,25.4,2,2.434613826919626,-1.4988904387143474
53.0,3.6,25.4,2,2.500001485958766,-1.304431602309078
53.0,4.0,25.3,2,2.517938539836108,-1.2206043619852727
55.0,2.6,24.9,2,2.2912801158374503,-1.4744571488988565
57.0,0.5,24.4,2,2.01063232077308,-1.8583874155344315
61.0,2.1,23.5,2,1.8368031628096693,-1.5044304034167175
70.0,1.6,22.3,2,1.2453967356726212,-1.5551689279474734
79.0,0.8,21.2,2,0.6425920205621463,-1.670288809161508
87.0,1.0,20.4,2,0.18095082490105735,-1.6061883517588673
94.0,1.8,19.8,1,-0.17389992466461682,-1.4346073845399623
98.0,1.5,19.2,1,-0.44731160558744837,-1.4682532788773535
97.0,5.1,16.2,1,-0.4073344940007058,-0.5839976754709438
98.0,1.9,17.2,1,-0.5855167367381006,-1.2695956290812855
100.0,3.2,17.2,1,-0.6027564423778162,-1.0225843807474349
100.0,5.4,14.6,1,-0.6725718456879077,-0.43763859085169393
98.0,4.1,16.7,1,-0.4827539355435686,-0.811567660181203
92.0,2.2,18.2,1,-0.17698935447140896,-1.2543393187976868
77.0,2.5,20.6,2,0.8066866448893911,-1.2976613137093629
69.0,4.5,22.1,2,1.469706758604797,-0.9762582713522966
65.0,5.4,23.2,2,1.82344108364269,-0.8561556039802333
61.0,4.7,24.4,2,2.0807731639562737,-1.0532307806182992
59.0,3.0,25.3,2,2.145819893625172,-1.4324189153695401
58.0,3.5,25.9,2,2.278943612769934,-1.3685591122405936
56.0,4.6,26.5,2,2.5024217585334787,-1.185131387771986
53.0,4.0,27.0,2,2.657644705387469,-1.3233473599341385
52.0,3.0,27.1,2,2.651596887281943,-1.5209572826046063
51.0,2.2,26.9,2,2.6339725717692986,-1.6615443207089258
55.0,3.0,26.4,2,2.440705325527838,-1.4873292007622192
67.0,3.4,25.0,2,1.7383462784634878,-1.3596452194943358
57.0,1.5,24.9,2,2.117110028503798,-1.6941471079376524
67.0,2.9,23.8,2,1.6070363320841325,-1.3843501685565944
76.0,4.1,22.9,2,1.1514429545285694,-1.1226397884834864
82.0,4.8,22.1,2,0.8247392507776498,-0.9555246738852119
87.0,4.6,21.6,2,0.5149625143017484,-0.9786610098402744
92.0,2.5,21.2,1,0.08916723538979568,-1.3773128407270465
84.0,0.5,20.8,2,0.33449452792064654,-1.7189147345187947
94.0,3.6,18.0,1,-0.2041263136838414,-0.9757947752999128
97.0,5.5,16.9,1,-0.3236533622168417,-0.5485200812407223
95.0,2.6,18.3,1,-0.2959817747033349,-1.191277348486776
99.0,1.3,18.5,1,-0.5690370367587836,-1.4677317253230209
90.0,4.4,20.9,2,0.29099342073981477,-0.9839246952789409
79.0,3.4,23.2,2,0.9769601288302199,-1.2855699497417683
71.0,2.5,24.9,2,1.466792050808749,-1.5401849444833788
65.0,2.3,26.4,2,1.8837156522474476,-1.6523765812109048
57.0,4.3,27.8,2,2.538517756224538,-1.3249298330921409
53.0,7.2,28.9,2,3.023027399340711,-0.8159094929095391
49.0,9.3,29.7,2,3.4305728860106264,-0.4443251045660587
48.0,6.1,29.9,2,3.288890227757307,-1.075788173089817
44.0,8.1,30.5,2,3.6734609290466778,-0.7115622568634676
43.0,10.4,30.1,2,3.8421023370787375,-0.2372394905880565
59.0,9.7,28.0,2,2.8058034721219287,-0.292724767020082
63.0,7.1,26.9,2,2.340910126717497,-0.7434074562811026
76.0,3.1,25.9,2,1.3325955876388917,-1.4984097977396957
80.0,7.4,23.1,2,1.1791709240531678,-0.5045835178554926
79.0,5.6,22.2,2,1.0386328813331749,-0.7973234520331953
84.0,6.7,21.0,2,0.7563340334399489,-0.5253573603295215
87.0,5.8,20.4,2,0.494811588288932,-0.6727859370135748
85.0,6.1,20.6,2,0.6331075678679038,-0.6207504586223908
90.0,4.8,19.7,1,0.21853236749568608,-0.8336166915764572
90.0,5.1,20.3,1,0.2874567236373208,-0.8115412752250647
91.0,4.3,19.9,1,0.1511527262574473,-0.9458261407989876
93.0,4.3,19.2,1,-0.00861700430135897,-0.9093054394601008
94.0,8.9,19.4,1,0.25748041556001927,-0.029774823015757845
94.0,6.2,19.3,1,0.07271572641602438,-0.5487699755482871
91.0,4.7,19.5,1,0.14443575091984198,-0.8438677831900877
88.0,1.3,19.9,1,0.10835524272592334,-1.5205247915252964
85.0,4.2,20.6,2,0.5088710156935367,-0.9902222477924023
84.0,8.7,20.9,2,0.8788913417799141,-0.13039598175728498
81.0,11.5,21.0,2,1.223560290413721,0.4167229129052703
75.0,8.2,21.9,2,1.388474090401191,-0.2620288821084024
