relative_humidity_2m,wind_speed_10m,temperature_2m,Cluster,PCA1,PCA2
86.0,11.5,7.6,0,-0.13326217049704098,1.2121163874903056
87.0,13.0,7.6,0,-0.08630251313362938,1.5009120226017099
85.0,12.7,8.2,0,0.04563290997511935,1.4120973761029405
85.0,13.2,8.2,0,0.07832673949468962,1.5093267943055753
86.0,12.1,7.7,0,-0.08581156533524122,1.322747983571769
86.0,12.4,7.3,0,-0.09906730657676065,1.4052604575401422
89.0,9.7,7.3,1,-0.4289794795683378,0.8715437407564157
90.0,10.3,7.2,1,-0.44908672507846803,0.9913701288647756
89.0,8.4,7.4,1,-0.505765426580905,0.6127035476678678
91.0,7.9,7.7,1,-0.6160488892761274,0.4915577731871398
87.0,10.8,8.8,0,-0.13153924615995344,1.0005781133697413
81.0,12.9,9.8,0,0.39468592237719097,1.3658603291828249
76.0,12.2,10.1,0,0.6291777462412347,1.2260711238965407
76.0,13.0,10.4,0,0.7061419026874937,1.363507075735662
64.0,12.6,11.2,0,1.3591928913219509,1.272085329037967
60.0,15.4,11.2,0,1.7467656614127416,1.8281405489587197
66.0,12.4,10.4,0,1.1781276192170012,1.2757579688574978
71.0,6.8,9.6,2,0.4906034947147948,0.22067503359907523
84.0,7.7,6.6,1,-0.36167170983833075,0.539395105760262
84.0,5.4,6.9,1,-0.4874092964134077,0.07400866474304851
82.0,3.3,7.2,1,-0.4978256887900583,-0.3467007700001118
87.0,5.1,6.9,1,-0.6603910877110475,0.006993155331968482
92.0,7.2,6.6,1,-0.8033401889202944,0.41902473158562964
92.0,6.3,6.9,1,-0.8375350528405747,0.22588066153579311
91.0,8.0,6.9,1,-0.6752542012787368,0.5593533029212506
92.0,8.9,6.9,1,-0.6675271393388093,0.7314736361894933
92.0,12.0,6.6,0,-0.4894794255324201,1.3524271463309223
94.0,9.2,6.5,1,-0.7830265429709273,0.8082008711648668
92.0,8.4,6.1,1,-0.7659650467649031,0.6825938640804429
93.0,8.9,5.6,1,-0.8254830971322091,0.807149191595068
92.0,9.7,5.8,1,-0.7056151192289666,0.9535214686923867
94.0,5.8,5.1,1,-1.120396720040421,0.23165270805072335
95.0,4.2,4.7,1,-1.3090108446516069,-0.0581992266474151
90.0,6.0,5.9,1,-0.8370877855448726,0.23376530722419187
86.0,5.6,6.5,1,-0.6094474659494397,0.1312900160778949
77.0,4.1,7.5,1,-0.16525237636730358,-0.19480172067849175
70.0,4.6,8.3,2,0.29103834942588447,-0.12567361209394334
64.0,4.8,9.1,2,0.676590946312031,-0.1177757739274753
59.0,5.8,9.4,2,1.022241790542614,0.07301504267519839
55.0,5.1,9.6,2,1.197393773473043,-0.06362307634588729
52.0,5.1,9.6,2,1.3507592670589406,-0.05494521785638817
56.0,2.1,9.1,2,0.9090189164687453,-0.6196736762497048
71.0,4.0,6.7,1,0.0691957669940542,-0.1485422412464364
74.0,5.2,6.1,1,-0.05501259417476722,0.11239273852057582
80.0,5.6,4.7,1,-0.450640654067322,0.2574324367674574
81.0,3.3,4.5,1,-0.6685901205292755,-0.18062809493776566
91.0,3.7,2.6,1,-1.3097955538946042,-0.016940345868392635
95.0,4.0,2.1,1,-1.5357566296556355,0.06004535587567938
97.0,2.5,2.8,1,-1.6785557124367372,-0.27973407805711004
99.0,4.0,1.1,1,-1.8224240518199866,0.1089119355066607
98.0,6.1,1.1,1,-1.6339881366424922,0.5201681114542258
98.0,5.1,1.5,1,-1.6665037567283711,0.30153445200216455
97.0,4.4,2.0,1,-1.620063238168893,0.13808735720648582
97.0,4.3,1.7,1,-1.651256033287754,0.1367725908510528
96.0,4.5,1.6,1,-1.5952746800229416,0.18460068339030442
96.0,4.5,1.4,1,-1.6117106994995725,0.19668809491370043
94.0,1.6,2.5,1,-1.608693141201012,-0.4279380550472591
92.0,0.0,3.5,1,-1.5288896358898842,-0.7937240119196707
82.0,3.3,5.9,1,-0.6046598153881586,-0.26813259509803766
70.0,2.9,7.8,1,0.13878928036776836,-0.42603510517441107
63.0,2.0,9.4,2,0.569281361412683,-0.6774990136508235
57.0,2.5,11.0,2,1.040194333917095,-0.659613170656359
59.0,5.0,11.0,2,1.101419819124348,-0.17925131863618513
58.0,5.1,11.4,2,1.191952455176823,-0.18108763854595072
61.0,4.3,11.3,2,0.9780588246212976,-0.3392888603979673
69.0,4.2,10.3,2,0.4803653117718358,-0.32143864239351166
70.0,6.8,9.0,2,0.4924172674802016,0.259829887665763
74.0,6.1,8.2,1,0.1764145034650829,0.16048787028965977
79.0,5.9,7.3,1,-0.16623427196407983,0.16152635738138965
87.0,3.0,6.3,1,-0.8470132301231351,-0.36510816654890893
89.0,3.3,5.9,1,-0.9625126337552531,-0.28838093157353556
84.0,11.8,6.7,0,-0.08536429803953906,1.330632629260168
76.0,6.3,7.3,1,0.013286285237473968,0.24798775043299637
75.0,6.1,7.3,1,0.05133058462494495,0.2119886026484422
64.0,8.3,9.3,2,0.9218837724256538,0.5507427419675712
64.0,9.4,9.2,0,0.9855921876303927,0.7706911677750655
66.0,9.2,9.1,0,0.862052983693651,0.73205786726271
70.0,13.7,9.1,0,0.9518101245885865,1.595552153100423
83.0,13.8,8.3,0,0.22802100704708791,1.6257436293800385
87.0,7.0,7.8,1,-0.4621924478918418,0.32207159264669805
88.0,5.8,7.4,1,-0.6246515088873713,0.11000319251066726
87.0,7.7,7.6,1,-0.4328571060410742,0.4702801896537827
87.0,7.8,7.6,1,-0.42631834013716025,0.4897260732943096
86.0,8.9,7.9,1,-0.27861605478386003,0.6883922955515115
87.0,7.8,8.0,1,-0.39344630118389845,0.4655512502475174
89.0,4.6,7.9,1,-0.7131484822380619,-0.1564585594806457
90.0,5.2,7.4,1,-0.7661277667014538,-0.012457348325493667
92.0,5.9,7.2,1,-0.8390360872412846,0.12996600968859148
91.0,9.4,7.2,1,-0.5590574494089936,0.8134645566035337
89.0,5.6,7.6,1,-0.6724148524138677,0.056131394209717675
87.0,9.0,7.9,1,-0.32319912007524526,0.7049455596955387
83.0,10.1,8.1,0,-0.030349350874363107,0.9183333462039376
82.0,6.5,7.8,1,-0.23927712143491595,0.23930527192656195
82.0,5.5,7.6,1,-0.32110079995068747,0.056933847044688735
83.0,6.9,7.5,1,-0.2888979182295053,0.3323273042772641
84.0,23.2,8.1,0,0.7751071513430787,3.462851483616466
86.0,20.1,7.1,0,0.3879816485479907,2.9146809093841113
87.0,20.1,6.5,0,0.28755175892279905,2.9480505244578
81.0,21.0,6.2,0,0.6284776100148743,3.1585503114866347
87.0,21.3,5.3,0,0.26740083290998273,3.2539255972845
87.0,14.8,4.8,0,-0.1987089995360079,2.0201616894587393
87.0,11.1,4.3,0,-0.4817333866724052,1.3308825235677326
86.0,9.5,4.0,1,-0.5598858391546769,1.0407721221008954
87.0,6.7,3.6,1,-0.8269651546128313,0.5175695837164339
87.0,6.4,3.5,1,-0.8547994620628888,0.4652756385565513
82.0,7.1,4.5,1,-0.47123884737584043,0.5554228639057578
78.0,7.9,5.2,1,-0.15691532719512322,0.6802544706840863
71.0,7.0,5.9,1,0.19961466620495252,0.48318391406295563
63.0,7.9,7.0,2,0.7578363160240423,0.6148570594210175
57.0,10.9,7.6,0,1.3100383387431516,1.179327051045636
51.0,5.7,8.9,2,1.3835876255095159,0.10692864381515922
47.0,8.4,9.2,2,1.789275658911339,0.6254068628102911
51.0,7.0,8.5,2,1.4357195433071368,0.38389995418880135
64.0,3.0,7.8,2,0.4520590334434777,-0.3892335045548859
71.0,7.7,4.4,1,0.12211588145761966,0.7099606859721145
77.0,7.6,3.0,1,-0.3062060079545054,0.7577709660163613
82.0,7.5,1.7,1,-0.6751880564330158,0.8024301597954101
87.0,7.2,0.8,1,-1.0243755977660922,0.7840227632466129
88.0,5.4,1.1,1,-1.1685411860168986,0.41297312093553445
87.0,3.3,2.8,1,-1.1150272732524324,-0.09524081396789762
90.0,4.7,2.6,1,-1.193286063660164,0.18041111003337648
95.0,7.4,-0.3,1,-1.510670822642128,0.8662543379343475
91.0,5.2,2.9,1,-1.1870600361209467,0.25661679145441724
92.0,5.1,2.3,1,-1.2940286916500525,0.27054052288757874
93.0,2.2,1.9,1,-1.5676467730121209,-0.2721078991374099
98.0,4.7,-0.4,1,-1.84880100537202,0.33858132691231924
98.0,5.1,1.0,1,-1.7075938054199482,0.3317529808106547
94.0,7.2,-0.2,1,-1.464408513516341,0.8242114843880953
93.0,3.3,0.8,1,-1.5861184551905358,0.00827758428706431
83.0,6.2,2.9,1,-0.7126977275194127,0.4742165838316842
70.0,9.0,5.0,0,0.3075497278336942,0.9293875582252761
65.0,10.2,6.3,0,0.7484582012552589,1.0986330844920233
62.0,8.0,7.3,2,0.8401509423382018,0.61906444527295
56.0,7.6,8.3,2,1.2029069632774947,0.4981995700728604
52.0,5.5,8.9,2,1.3193882625063889,0.0651442570376056
52.0,6.4,8.9,2,1.3782371556416153,0.24015720980234806
64.0,10.7,7.1,0,0.8980179398766519,1.1504054760975735
69.0,4.7,6.7,1,0.21721079071205102,-0.0066358167697484535
81.0,5.4,4.3,1,-0.5477120560237111,0.239822873036696
88.0,5.5,3.1,1,-0.9976422253466761,0.31154488934210117
94.0,6.8,1.9,1,-1.3179853726273736,0.6195101288303292
97.0,6.5,0.8,1,-1.5813652710464827,0.6189753827979273
99.0,7.1,-0.0,1,-1.7101204159201207,0.7782150917416736
98.0,6.6,0.1,1,-1.6834744045060765,0.6778345872738405
97.0,7.2,-0.2,1,-1.6177740071022386,0.815533625898596
98.0,6.9,0.0,1,-1.6720761165326492,0.7422159439571197
94.0,5.8,1.3,1,-1.4326810900964067,0.46131352699524786
99.0,7.3,-1.1,1,-1.787440991233762,0.8835876224014056
99.0,8.2,-1.1,1,-1.7285920980985354,1.0586005751661478
100.0,5.2,1.4,1,-1.7704266629533707,0.32123880241139
100.0,3.9,1.3,1,-1.863648629442569,0.07448602084623801
100.0,7.3,-1.0,1,-1.8303448126907458,0.8746512971432081
98.0,7.0,0.1,1,-1.6573193408904199,0.7556181218359486
90.0,4.0,3.2,1,-1.1897493665576702,0.008027689979499774
78.0,2.9,5.1,1,-0.4920716321291415,-0.2859960055805623
64.0,2.9,7.0,2,0.37977618963304033,-0.3603297421018288
55.0,4.6,8.6,2,1.082519846570319,-0.10041543693154174
48.0,4.8,9.7,2,1.5438483038667108,-0.10775609655366807
53.0,3.7,9.4,2,1.191658693732214,-0.31799279679686904
51.0,4.9,10.1,2,1.4298936151379884,-0.1211628944494323
48.0,4.7,10.6,2,1.6112716256076356,-0.18159533204947706
55.0,5.5,9.6,2,1.2235488370886993,0.014160458216220456
58.0,6.8,6.1,2,0.8675569594126448,0.46980878871300197
59.0,7.6,4.8,2,0.7619111288505577,0.7010514132427917
55.0,7.6,5.1,2,0.9910524828467007,0.6944907739436965
54.0,7.3,5.3,2,1.0389940358068888,0.6269583309952194
54.0,6.6,5.7,2,1.0260947134327518,0.4666623224647388
56.0,7.3,5.8,2,0.9778404221078674,0.5909545631937299
58.0,6.6,5.9,2,0.8380434081281859,0.4430044329553439
73.0,7.1,5.0,1,0.029947682073429446,0.5512379105657652
64.0,5.7,6.1,2,0.48889954729779506,0.23854835168820754
79.0,4.7,5.0,1,-0.433713686792303,0.0671809862141208
70.0,1.1,5.6,1,-0.15970472014562376,-0.6430994839465396
80.0,5.0,4.4,1,-0.5145272787057524,0.15888825220938993
90.0,5.5,4.1,1,-1.0177057903541202,0.24532259273212156
89.0,2.2,4.2,1,-1.1741452242496697,-0.39954265367046526
92.0,2.5,4.1,1,-1.3161124298621407,-0.34383915547668586
82.0,2.4,5.8,1,-0.6717267182617006,-0.4371018421010821
77.0,4.0,7.2,1,-0.19644517148616383,-0.1961164870339247
69.0,4.8,8.7,2,0.3881097513822733,-0.10806404836318174
65.0,5.2,9.5,2,0.6844962176856496,-0.06705968190865937
63.0,2.4,9.9,2,0.6365264737199162,-0.6299340078972062
65.0,5.3,10.4,2,0.7649970712344024,-0.10200715012341467
61.0,5.6,11.3,2,1.0630627813721802,-0.08649237307111723
62.0,2.9,11.2,2,0.8271762610328862,-0.6083801451001458
68.0,3.3,10.3,2,0.4726382498319085,-0.4935589756617544
82.0,6.4,7.9,1,-0.23759787760051462,0.21381568252433708
85.0,6.1,6.6,1,-0.5174137954962549,0.22536834801533126
83.0,6.3,6.2,1,-0.43496464025108994,0.2942201773361766
76.0,6.4,7.1,1,0.0033890316647572443,0.2795210455969194
74.0,5.8,7.3,1,0.0828361181085021,0.15654357122336116
80.0,5.9,5.9,1,-0.33240823949579473,0.2432456185486621
81.0,4.3,6.3,1,-0.4552782862004572,-0.09495596224306059
92.0,6.5,3.4,1,-1.1120878618737864,0.47630213047627756
93.0,7.2,3.6,1,-1.1010023122650565,0.5974432849400704
94.0,6.8,3.8,1,-1.1618431875993809,0.5046797193580668
95.0,7.1,3.8,1,-1.1933487210829379,0.5601247507831479
94.0,6.0,4.3,1,-1.1730632661391163,0.31889412142536144
92.0,7.7,5.1,1,-0.8939165054754555,0.6069097362137347
92.0,8.5,4.7,1,-0.8744784171974048,0.786651628384742
89.0,11.0,5.1,0,-0.5247717370603942,1.2573017548406225
87.0,11.5,5.7,0,-0.340526186720333,1.3240541774660683
84.0,14.8,6.3,0,0.07792664012462097,1.938183961522768
83.0,13.0,6.6,0,0.03600471426441333,1.572919558204689
79.0,14.0,7.4,0,0.371623775991274,1.7305992265023729
77.0,16.1,7.9,0,0.6522715710556448,2.114529493137948
75.0,15.2,8.6,0,0.7531924084792243,1.902995839034319
72.0,15.1,8.8,0,0.9164551556378387,1.880140402359895
71.0,15.1,9.0,0,0.9840130063097687,1.8709456103329984
74.0,9.8,8.8,0,0.46765690033979557,0.8437233304189682
77.0,6.6,7.9,1,0.03108881018380943,0.2671705472878893
81.0,5.5,7.1,1,-0.31106901744696525,0.09004499534967846
80.0,5.6,7.4,1,-0.22875439113280577,0.094252381201611
82.0,5.4,7.1,1,-0.3687296145461785,0.0677064922126519
82.0,8.0,7.0,1,-0.2069397107827285,0.57934317262805
84.0,7.5,6.7,1,-0.3665312319078434,0.49445963271751003
85.0,7.6,6.5,1,-0.42755031667585947,0.5231003083849332
87.0,7.0,6.2,1,-0.5936806037048883,0.4187708848338663
88.0,7.9,6.7,1,-0.5448634930733839,0.560672689293619
90.0,7.1,6.4,1,-0.7240713119102411,0.41745149846149804
91.0,8.4,6.2,1,-0.7066252058312883,0.6794427778152445
92.0,9.9,6.1,1,-0.6678835582061923,0.9742821186883468
92.0,9.7,6.0,1,-0.6891790997523358,0.9414340571689908
91.0,9.2,6.0,1,-0.6707510980766069,0.8470972584628558
90.0,9.9,6.1,1,-0.5656398958155937,0.980067357681346
88.0,11.4,6.3,0,-0.3488787253896537,1.2654534397588535
86.0,11.6,6.6,0,-0.20890350197628105,1.2919993287478129
84.0,12.3,7.0,0,-0.02801643930502253,1.4097309301777086
77.0,11.9,8.5,0,0.42695146152114677,1.2615401456656283
72.0,11.1,9.2,0,0.6877765584345383,1.0781302336920253
75.0,10.8,8.9,0,0.49014073792195234,1.0292458415660397
73.0,10.1,9.1,0,0.563049058461783,0.8868224835519545
72.0,9.5,9.2,0,0.5831563039719133,0.7669960954435948
73.0,6.0,9.0,1,0.2867416466629914,0.09558496005204849
83.0,4.9,7.9,1,-0.3868011973545246,-0.08076519158006654
76.0,3.9,8.1,1,-0.07790001854994005,-0.26706310303323405
85.0,3.4,7.1,1,-0.6528704262103572,-0.329889039087386
87.0,3.4,6.7,1,-0.7879861275542172,-0.31149945503359333
82.0,2.6,6.9,1,-0.5682510793324028,-0.46469083819870616
89.0,2.9,6.0,1,-0.9804496876325938,-0.3722081718973413
89.0,4.0,5.9,1,-0.9167412724278545,-0.15225974608984696
94.0,5.1,4.5,1,-1.2154761397977119,0.13179375713722288
97.0,5.2,3.4,1,-1.452700974601165,0.2090425456669289
97.0,4.7,3.1,1,-1.5100488333356814,0.12994424474938845
98.0,4.5,2.6,1,-1.6153382450303861,0.11837838678032492
96.0,1.5,3.6,1,-1.627077462374055,-0.5196499410594636
100.0,3.1,1.8,1,-1.874868707982305,-0.11129957708646745
99.0,3.7,1.6,1,-1.8009503008401517,0.020355755776589813
99.0,2.1,2.0,1,-1.8726985163495145,-0.31495320551863326
94.0,2.4,4.0,1,-1.4331128678949685,-0.36302657234851415
89.0,3.3,5.7,1,-0.978948653231884,-0.2762935200501396
82.0,5.5,7.5,1,-0.32931880968900284,0.0629775528063867
74.0,4.9,9.3,1,0.18834741973958405,-0.1393434967753414
69.0,4.7,10.4,2,0.5212771510297215,-0.23025292995257493
71.0,0.8,9.3,1,0.0736235112650054,-0.9279468675474464
70.0,2.3,10.0,2,0.2803528991872232,-0.675671933774929
70.0,2.6,10.1,2,0.30818720663728083,-0.6233779886150461
71.0,3.3,9.9,2,0.2864007172927491,-0.4780620111044615
78.0,5.5,8.2,1,-0.06730541673959814,0.032242090460499466
85.0,5.8,6.2,1,-0.5699021321612585,0.19120552014054257
86.0,4.2,5.9,1,-0.7502982470341288,-0.10469012031929396
89.0,0.4,5.6,1,-1.1767908741837068,-0.834180439863722
93.0,4.1,5.0,1,-1.188651918949976,-0.08999098858003678
94.0,2.7,4.8,1,-1.3477524922767028,-0.3530385675205173
98.0,4.8,2.3,1,-1.6203759765335901,0.19484715498699978
97.0,1.8,3.9,1,-1.6339289666426655,-0.48233602691947675
100.0,4.0,2.9,1,-1.725621707725608,-0.002767387700403284
100.0,4.0,2.9,1,-1.725621707725608,-0.002767387700403284
99.0,6.1,3.3,1,-1.5043137535948523,0.38431396520036976
99.0,4.8,3.9,1,-1.5400096519158424,0.09525524330333171
99.0,5.1,4.2,1,-1.4957393249891537,0.13546177693981842
97.0,3.7,4.8,1,-1.4357303268234598,-0.16725758960474724
95.0,4.3,5.4,1,-1.2449460105794847,-0.08105928333877435
91.0,5.9,6.3,1,-0.8618763436908244,0.1872519810403733
88.0,8.7,7.2,1,-0.45146331715049437,0.6860212296093441
88.0,8.7,7.3,1,-0.44324530741217905,0.6799775238476462
87.0,8.7,7.6,1,-0.3674694470019338,0.6647390260590519
83.0,7.2,8.1,1,-0.21997356208787067,0.3544027206286568
85.0,6.3,7.7,1,-0.41393815656695715,0.19777935191770696
80.0,6.4,8.6,1,-0.07782814704170835,0.17729498118545042
81.0,5.4,8.4,1,-0.21077365675277887,-0.0079690631929226
80.0,3.1,8.4,1,-0.310043441347503,-0.4523317674285423
83.0,2.1,7.9,1,-0.5698866426641181,-0.6252499335148206
92.0,5.7,5.4,1,-1.0000377943387904,0.19986094611810182
91.0,6.1,4.8,1,-0.9720689579577277,0.3167993347468973
93.0,5.8,4.7,1,-1.1021469277983837,0.2587201505940151
92.0,4.7,5.0,1,-1.0982974923311926,0.02957693275962462
94.0,5.4,4.7,1,-1.1794238226093388,0.17804399653540776
93.0,4.9,4.7,1,-1.1609958209336102,0.08370719782927287
94.0,2.1,4.7,1,-1.3952030974385028,-0.463670163601981
96.0,3.8,3.8,1,-1.4602498271074011,-0.08448202885074052
98.0,4.9,3.1,1,-1.5480931327231529,0.16594339253394264
98.0,4.1,3.6,1,-1.559313211262888,-0.019842205398763062
100.0,6.5,1.9,1,-1.6443326575109107,0.54381676092975
100.0,6.8,1.4,1,-1.6658064084907458,0.632372940659821
100.0,5.5,0.9,1,-1.7919004139332058,0.409794982141461
99.0,4.2,1.8,1,-1.7518204518439504,0.10549776245582852
96.0,4.7,4.0,1,-1.3849649144955436,0.07844351239060597
95.0,5.0,6.1,1,-1.1416485810838786,0.012755961813028155
86.0,6.8,8.6,1,-0.35840407059784735,0.23772279876855978
78.0,8.8,11.1,0,0.38679614050071265,0.49868878350864587
68.0,10.6,13.4,0,1.2047264627054122,0.7386356514840731
59.0,6.1,13.9,2,1.4116685264785496,-0.14061406567963153
61.0,10.4,13.5,2,1.5577197590029939,0.7139485149168191
63.0,11.5,12.7,0,1.461658443648927,0.9704176420632002
70.0,8.1,11.9,2,0.8157435066422314,0.33735890790337064
85.0,7.2,8.7,1,-0.27290916604857657,0.3123552470654693
87.0,6.2,7.9,1,-0.5062845653848386,0.16046081776078464
91.0,7.6,6.0,1,-0.7753713525392317,0.5359631202144249
93.0,7.3,5.1,1,-0.971193400286411,0.526233582155127
93.0,6.6,5.0,1,-1.0251827713521247,0.3961561024331364
91.0,5.5,4.9,1,-1.0030835436428962,0.19408032714203768
87.0,6.2,5.4,1,-0.7117348088427242,0.31155346180323495
83.0,6.8,5.4,1,-0.4680148886380429,0.4397992416323953
81.0,5.9,5.5,1,-0.41640210964435576,0.26452782209895453
67.0,6.3,7.4,2,0.4816007757334822,0.2679776201397957
71.0,3.2,6.4,1,-0.007768389452204497,-0.2859781930855578
73.0,4.6,5.9,1,-0.05955937787958314,0.010697467697309835
84.0,4.9,4.4,1,-0.7255533693908633,0.12787189058286424
80.0,7.1,5.1,1,-0.31968712655534964,0.5249458683285693
75.0,8.9,6.3,0,0.15223593255138448,0.8169104022001764
67.0,10.0,8.1,0,0.78106118234651,0.945169374507406
63.0,10.9,10.1,0,1.2087575950292417,1.010878690024187
58.0,7.1,12.2,2,1.3884718511616274,0.15948038817100377
44.0,6.8,13.5,2,2.1913953167821747,0.06307123529834469
41.0,9.0,13.9,2,2.521485699207443,0.4753837108326442
38.0,15.0,15.9,0,3.2315373417944917,1.5299404725197985
38.0,15.4,15.4,0,3.2166023567185706,1.637942535890397
41.0,13.0,14.9,2,2.8652164327471588,1.1927819988367412
46.0,9.2,13.6,2,2.2543000458238285,0.5179434979162936
57.0,8.1,10.5,2,1.3652751758447048,0.45957484202163895
51.0,8.3,10.3,2,1.6686476753476978,0.5279097378050874
66.0,6.8,7.0,2,0.5325443974950901,0.39227448088572214
76.0,10.5,6.4,0,0.21395236555702546,1.1191082151904095
93.0,7.5,5.9,1,-0.8923717905720595,0.5167757033425967
93.0,6.4,5.4,1,-1.0053882642066916,0.33308951210529064
94.0,5.4,5.6,1,-1.1054617349645,0.12365064468012568
92.0,6.0,6.0,1,-0.9311134381971556,0.2219363624694945
93.0,4.7,5.0,1,-1.1494193235264918,0.026684313263124912
86.0,8.0,6.0,1,-0.49360713294707936,0.6282097522590313
85.0,8.7,5.9,1,-0.4049319501626973,0.7732672630009173
85.0,8.4,5.8,1,-0.4327662576127549,0.7209733178410349
86.0,6.9,5.6,1,-0.5984055968433956,0.4384798552600273
86.0,6.0,5.5,1,-0.6654724997169377,0.26951060825698286
85.0,6.5,5.7,1,-0.5652208195254372,0.35754523443272107
84.0,6.8,5.8,1,-0.4862646808800805,0.41273179908910346
81.0,6.1,6.5,1,-0.32114448045337346,0.24298253176302806
80.0,6.2,7.0,1,-0.22239383466258308,0.2351025060915647
77.0,5.4,7.8,1,-0.05559439040147461,0.03986364936326435
74.0,5.2,8.7,1,0.15865565902143355,-0.044743611283572494
70.0,3.5,9.7,2,0.33416406081924555,-0.4241902128035117
68.0,1.5,9.8,2,0.3138504148698784,-0.8133663523827491
67.0,1.3,9.9,2,0.36011272399566496,-0.8554092059290012
66.0,2.6,9.8,2,0.4880205022035316,-0.5936763933439534
67.0,1.6,9.4,2,0.33863897301582996,-0.7668530261989304
68.0,2.0,9.2,2,0.29723618595955614,-0.679874699609926
83.0,5.1,7.3,1,-0.4230317239765891,-0.0056111897288247175
88.0,6.9,5.9,1,-0.6759952300190477,0.4145634989819338
89.0,5.5,5.7,1,-0.8350958033457746,0.151515920041453
94.0,7.6,3.9,1,-1.1013150506297529,0.6542030827205841
92.0,5.1,4.6,1,-1.105014467668798,0.13153529036852435
95.0,4.3,4.3,1,-1.3353441177009544,-0.014578519960096147
87.0,2.9,6.7,1,-0.8206799570737874,-0.408728873236228
95.0,4.1,4.7,1,-1.3155496105555207,-0.0776451102879421
95.0,3.1,5.4,1,-1.3234112014264532,-0.3144098870250975
94.0,2.7,5.8,1,-1.2655723948935484,-0.41347562513749747
91.0,2.8,6.0,1,-1.0892321159271063,-0.39743929453086746
91.0,3.1,6.0,1,-1.0696158182153641,-0.3391016436092867
91.0,4.3,6.1,1,-0.9829326176300801,-0.11179474568466155
87.0,7.0,6.3,1,-0.585462593966573,0.41272717907216827
86.0,7.1,6.7,1,-0.494929957914098,0.4108908591624027
83.0,8.1,7.1,1,-0.2433047663357983,0.589852731010379
85.0,8.4,7.0,1,-0.33415014075296984,0.6484488487006587
82.0,4.0,7.2,1,-0.4520543274626598,-0.21057958451642317
81.0,5.3,7.4,1,-0.2994925200398471,0.03302211078353052
76.0,4.1,8.0,1,-0.07304049648042729,-0.22212762999048216
76.0,5.2,7.8,1,-0.017550091014003535,0.0038645015787101594
72.0,2.8,7.7,1,0.021788842334940568,-0.44522252204623936
86.0,2.8,6.3,1,-0.8089689307356641,-0.4011073143334631
89.0,5.2,5.9,1,-0.8382760815808858,0.0810908575964762
93.0,3.3,5.4,1,-1.208090007228027,-0.26973288075104435
95.0,3.3,5.0,1,-1.343205708571887,-0.2513432966972517
93.0,4.4,5.0,1,-1.1690356212382342,-0.03165333765845584
92.0,9.4,4.9,1,-0.7991935045855473,0.9495771696260885
92.0,11.2,4.6,0,-0.7061497475300409,1.317734192440667
93.0,9.8,4.3,1,-0.873468330595083,1.0607303192618847
100.0,3.6,2.3,1,-1.8010848297711572,-0.04428868769232275
100.0,4.7,2.1,1,-1.7455944243047332,0.1817034438768694
100.0,5.4,2.0,1,-1.70804107271565,0.32386833512225593
100.0,4.7,1.9,1,-1.7620304437813639,0.19379085540026542
100.0,4.1,1.8,1,-1.8094810489431636,0.08315925931880179
100.0,5.0,1.7,1,-1.7588501655462532,0.2642159178452423
99.0,5.7,1.9,1,-1.6455209535469242,0.3911423113020343
99.0,6.2,2.1,1,-1.596391104550723,0.476284317981273
98.0,7.8,2.5,1,-1.4077769799395377,0.7661362526794115
97.0,7.4,3.0,1,-1.3417201636683174,0.6610268088053135
94.0,6.7,3.9,1,-1.1601639437649793,0.479190129955842
92.0,5.5,4.1,1,-1.1199494527447191,0.23953735373912216
94.0,7.1,3.6,1,-1.1586629093642693,0.5751047818030437
94.0,6.9,3.7,1,-1.1635224314337822,0.5301693087602919
93.0,6.5,3.9,1,-1.1221196443775086,0.4431909821712878
91.0,6.9,4.3,1,-0.9608488794179921,0.5025849326796029
92.0,6.6,4.2,1,-1.039805018063349,0.4473983680232203
93.0,6.3,3.9,1,-1.1351971761853366,0.4042992148902338
95.0,7.0,3.6,1,-1.216323506463483,0.5527662786660169
97.0,5.8,3.2,1,-1.4299043986543116,0.33780525903348657
97.0,4.2,3.0,1,-1.5509606725935674,0.03875853230845174
96.0,3.4,3.0,1,-1.5521489686295806,-0.11391591731926408
93.0,3.9,3.1,1,-1.3578716357857974,-0.014052346388828244
93.0,1.6,3.1,1,-1.5082632515758203,-0.4613076701209476
96.0,2.3,2.5,1,-1.6651654422642121,-0.2976021085565702
96.0,3.5,2.1,1,-1.619572290370505,-0.040076681823454995
95.0,3.3,2.5,1,-1.5486559520297725,-0.10025065265480124
100.0,3.7,0.7,1,-1.9260342196802895,0.07185648813537232
100.0,4.2,0.1,1,-1.942648448590612,0.20534814090819506
100.0,4.8,-0.7,1,-1.9691599310736512,0.3703730888449407
100.0,4.4,1.2,1,-1.8391728096613142,0.17775914481057084
95.0,4.8,2.2,1,-1.4752284926860075,0.20956871923819678
89.0,7.2,3.9,1,-0.8718609582689133,0.5908826456409751
80.0,9.3,5.4,0,-0.15118024745429398,0.9346241911350678
75.0,10.1,6.6,0,0.2553551526132992,1.0321298886014054
70.0,10.0,7.6,0,0.5866056400690355,0.9667100448263968
70.0,9.4,7.2,0,0.5145010056922895,0.8742095660300274
68.0,9.3,7.4,0,0.6266419216556046,0.8484615098591041
67.0,7.9,7.6,2,0.602657049672738,0.5670243468648307
68.0,5.0,7.5,2,0.35369299752561567,0.00624480755474802
